Datum,count
Thu 21:09 UTC,1
Thu 21:10 UTC,3
Thu 21:16 UTC,2
Thu 21:17 UTC,1
Thu 21:22 UTC,1
Thu 21:25 UTC,1
Thu 21:27 UTC,1
Thu 21:30 UTC,2
Thu 21:33 UTC,1
Thu 21:34 UTC,1
Thu 21:36 UTC,2
Thu 21:37 UTC,1
Thu 21:38 UTC,1
Thu 21:39 UTC,1
Thu 21:40 UTC,2
Thu 21:42 UTC,1
Thu 21:43 UTC,2
Thu 21:45 UTC,3
Thu 21:47 UTC,1
Thu 21:49 UTC,1
Thu 21:50 UTC,1
Thu 21:53 UTC,1
Thu 21:54 UTC,1
Thu 21:58 UTC,1
Thu 21:59 UTC,1
Thu 22:01 UTC,1
Thu 22:02 UTC,1
Thu 22:04 UTC,3
Thu 22:05 UTC,3
Thu 22:07 UTC,1
Thu 22:09 UTC,1
Thu 22:11 UTC,1
Thu 22:19 UTC,1
Thu 22:20 UTC,2
Thu 22:22 UTC,1
Thu 22:24 UTC,1
Thu 22:25 UTC,1
Thu 22:26 UTC,2
Thu 22:27 UTC,1
Thu 22:28 UTC,1
Thu 22:29 UTC,1
Thu 22:32 UTC,1
Thu 22:35 UTC,1
Thu 22:38 UTC,1
Thu 22:42 UTC,1
Thu 22:46 UTC,1
Thu 22:47 UTC,1
Thu 22:48 UTC,1
Thu 22:49 UTC,1
Thu 22:51 UTC,1
Thu 22:52 UTC,1
Thu 22:54 UTC,1
Thu 22:57 UTC,2
Thu 22:58 UTC,2
Thu 23:00 UTC,2
Thu 23:02 UTC,1
Thu 23:04 UTC,1
Thu 23:05 UTC,1
Thu 23:11 UTC,2
Thu 23:12 UTC,1
Thu 23:16 UTC,1
Thu 23:17 UTC,2
Thu 23:18 UTC,1
Thu 23:23 UTC,1
Thu 23:26 UTC,1
Thu 23:27 UTC,1
Thu 23:30 UTC,3
Thu 23:33 UTC,1
Thu 23:35 UTC,1
Thu 23:40 UTC,1
Thu 23:43 UTC,2
Thu 23:45 UTC,3
Thu 23:46 UTC,1
Thu 23:48 UTC,2
Thu 23:51 UTC,1
Thu 23:52 UTC,1
Thu 23:53 UTC,1
Thu 23:54 UTC,1
Thu 23:55 UTC,1
Thu 23:56 UTC,1
Thu 23:57 UTC,2
Thu 23:59 UTC,1
"Thu Apr 26, 2012",1
"Thu Aug 27, 1987",1
"Thu Aug 29, 2019",1
"Thu Dec 02, 1971",1
"Thu Dec 17, 1981",1
"Thu Dec 18, 1986",1
"Thu Dec 25, 1980",1
"Thu Feb 15, 1973",1
"Thu Jan 22, 1998",1
"Thu Jul 27, 2017",1
"Thu Jun 07, 1979",1
"Thu Jun 29, 1972",1
"Thu Mar 28, 1968",1
"Thu May 24, 1962",1
"Thu Nov 01, 1979",1
"Thu Nov 25, 1976",1
"Thu Oct 08, 1964",1
"Thu Sep 22, 1977",1
Tue 00:00 UTC,1
Tue 00:02 UTC,2
Tue 00:08 UTC,1
Tue 00:10 UTC,1
Tue 00:12 UTC,1
Tue 00:17 UTC,1
Tue 00:19 UTC,1
Tue 00:25 UTC,2
Tue 00:30 UTC,1
Tue 00:36 UTC,1
Tue 00:37 UTC,2
Tue 00:40 UTC,1
Tue 00:41 UTC,1
Tue 00:48 UTC,2
Tue 00:50 UTC,1
Tue 00:52 UTC,1
Tue 00:53 UTC,2
Tue 00:55 UTC,1
Tue 00:59 UTC,1
Tue 01:00 UTC,2
Tue 01:04 UTC,1
Tue 01:05 UTC,1
Tue 01:08 UTC,1
Tue 01:12 UTC,1
Tue 01:15 UTC,1
Tue 01:16 UTC,1
Tue 01:18 UTC,1
Tue 01:20 UTC,1
Tue 01:23 UTC,1
Tue 01:29 UTC,2
Tue 01:30 UTC,1
Tue 01:33 UTC,1
Tue 01:35 UTC,1
Tue 01:43 UTC,1
Tue 01:45 UTC,1
Tue 01:46 UTC,1
Tue 01:49 UTC,1
Tue 01:50 UTC,1
Tue 01:51 UTC,1
Tue 02:00 UTC,1
Tue 02:05 UTC,1
Tue 02:06 UTC,1
Tue 02:14 UTC,1
Tue 02:19 UTC,1
Tue 02:26 UTC,1
Tue 02:33 UTC,1
Tue 02:36 UTC,1
Tue 02:38 UTC,2
Tue 02:40 UTC,1
Tue 02:43 UTC,1
Tue 02:44 UTC,1
Tue 02:48 UTC,1
Tue 02:49 UTC,1
Tue 02:51 UTC,1
Tue 02:54 UTC,1
Tue 02:56 UTC,1
Tue 02:59 UTC,1
Tue 03:00 UTC,2
Tue 03:02 UTC,1
Tue 03:08 UTC,1
Tue 03:09 UTC,1
Tue 03:15 UTC,1
Tue 03:16 UTC,1
Tue 03:17 UTC,1
Tue 03:18 UTC,1
Tue 03:21 UTC,1
Tue 03:24 UTC,1
Tue 03:26 UTC,2
Tue 03:31 UTC,1
Tue 03:33 UTC,1
Tue 03:35 UTC,1
Tue 03:38 UTC,1
Tue 03:43 UTC,1
Tue 03:49 UTC,1
Tue 03:50 UTC,1
Tue 03:54 UTC,1
Tue 03:56 UTC,1
Tue 03:57 UTC,1
Tue 03:58 UTC,1
Tue 04:00 UTC,3
Tue 04:03 UTC,1
Tue 04:04 UTC,1
Tue 04:06 UTC,1
Tue 04:09 UTC,1
Tue 04:14 UTC,1
Tue 04:19 UTC,1
Tue 04:20 UTC,1
Tue 04:21 UTC,1
Tue 04:25 UTC,1
Tue 04:29 UTC,1
Tue 04:31 UTC,1
Tue 04:34 UTC,1
Tue 04:37 UTC,2
Tue 04:38 UTC,1
Tue 04:39 UTC,1
Tue 04:40 UTC,1
Tue 04:41 UTC,1
Tue 04:50 UTC,1
Tue 04:52 UTC,1
Tue 04:53 UTC,1
Tue 04:59 UTC,1
Tue 05:00 UTC,2
Tue 05:01 UTC,1
Tue 05:05 UTC,1
Tue 05:09 UTC,1
Tue 05:10 UTC,1
Tue 05:14 UTC,1
Tue 05:15 UTC,1
Tue 05:16 UTC,1
Tue 05:18 UTC,1
Tue 05:21 UTC,1
Tue 05:25 UTC,1
Tue 05:29 UTC,1
Tue 05:30 UTC,2
Tue 05:33 UTC,1
Tue 05:38 UTC,1
Tue 05:39 UTC,1
Tue 05:41 UTC,1
Tue 05:42 UTC,1
Tue 05:44 UTC,1
Tue 05:52 UTC,2
Tue 05:56 UTC,1
Tue 05:57 UTC,1
Tue 05:58 UTC,1
Tue 05:59 UTC,3
Tue 06:00 UTC,1
Tue 06:14 UTC,1
Tue 06:15 UTC,2
Tue 06:18 UTC,1
Tue 06:20 UTC,1
Tue 06:22 UTC,1
Tue 06:28 UTC,1
Tue 06:30 UTC,3
Tue 06:38 UTC,1
Tue 06:39 UTC,1
Tue 06:41 UTC,1
Tue 06:43 UTC,1
Tue 06:45 UTC,1
Tue 06:46 UTC,1
Tue 06:48 UTC,1
Tue 06:50 UTC,2
Tue 06:51 UTC,2
Tue 06:56 UTC,1
Tue 07:00 UTC,5
Tue 07:05 UTC,1
Tue 07:07 UTC,1
Tue 07:11 UTC,1
Tue 07:12 UTC,1
Tue 07:14 UTC,1
Tue 07:17 UTC,2
Tue 07:18 UTC,1
Tue 07:19 UTC,1
Tue 07:20 UTC,1
Tue 07:21 UTC,1
Tue 07:30 UTC,4
Tue 07:31 UTC,1
Tue 07:33 UTC,1
Tue 07:35 UTC,1
Tue 07:37 UTC,1
Tue 07:39 UTC,1
Tue 07:40 UTC,2
Tue 07:41 UTC,1
Tue 07:44 UTC,2
Tue 07:46 UTC,1
Tue 07:47 UTC,3
Tue 07:48 UTC,2
Tue 07:49 UTC,2
Tue 07:55 UTC,1
Tue 08:00 UTC,6
Tue 08:01 UTC,1
Tue 08:04 UTC,1
Tue 08:05 UTC,1
Tue 08:12 UTC,1
Tue 08:13 UTC,1
Tue 08:14 UTC,3
Tue 08:16 UTC,1
Tue 08:20 UTC,1
Tue 08:25 UTC,1
Tue 08:27 UTC,2
Tue 08:28 UTC,1
Tue 08:34 UTC,2
Tue 08:35 UTC,1
Tue 08:40 UTC,2
Tue 08:46 UTC,1
Tue 08:48 UTC,2
Tue 08:53 UTC,1
Tue 08:55 UTC,1
Tue 08:56 UTC,1
Tue 09:00 UTC,5
Tue 09:01 UTC,1
Tue 09:05 UTC,2
Tue 09:07 UTC,1
Tue 09:08 UTC,2
Tue 09:09 UTC,1
Tue 09:15 UTC,3
Tue 09:19 UTC,1
Tue 09:20 UTC,3
Tue 09:21 UTC,2
Tue 09:25 UTC,1
Tue 09:29 UTC,1
Tue 09:30 UTC,3
Tue 09:31 UTC,1
Tue 09:38 UTC,1
Tue 09:39 UTC,1
Tue 09:40 UTC,1
Tue 09:43 UTC,1
Tue 09:45 UTC,1
Tue 09:50 UTC,2
Tue 09:55 UTC,2
Tue 10:00 UTC,8
Tue 10:01 UTC,1
Tue 10:03 UTC,1
Tue 10:04 UTC,3
Tue 10:05 UTC,1
Tue 10:07 UTC,1
Tue 10:08 UTC,1
Tue 10:10 UTC,2
Tue 10:16 UTC,1
Tue 10:20 UTC,2
Tue 10:21 UTC,1
Tue 10:23 UTC,1
Tue 10:29 UTC,1
Tue 10:30 UTC,3
Tue 10:40 UTC,1
Tue 10:50 UTC,3
Tue 10:52 UTC,1
Tue 10:58 UTC,1
Tue 10:59 UTC,1
Tue 11:00 UTC,11
Tue 11:01 UTC,1
Tue 11:03 UTC,1
Tue 11:04 UTC,2
Tue 11:08 UTC,1
Tue 11:10 UTC,4
Tue 11:15 UTC,1
Tue 11:17 UTC,1
Tue 11:19 UTC,1
Tue 11:20 UTC,3
Tue 11:23 UTC,1
Tue 11:26 UTC,1
Tue 11:29 UTC,2
Tue 11:30 UTC,3
Tue 11:38 UTC,1
Tue 11:40 UTC,2
Tue 11:45 UTC,1
Tue 11:48 UTC,1
Tue 11:55 UTC,1
Tue 12:00 UTC,11
Tue 12:01 UTC,1
Tue 12:03 UTC,1
Tue 12:05 UTC,2
Tue 12:08 UTC,1
Tue 12:10 UTC,1
Tue 12:12 UTC,1
Tue 12:17 UTC,1
Tue 12:19 UTC,1
Tue 12:20 UTC,2
Tue 12:28 UTC,1
Tue 12:29 UTC,2
Tue 12:30 UTC,6
Tue 12:32 UTC,2
Tue 12:33 UTC,1
Tue 12:34 UTC,1
Tue 12:35 UTC,1
Tue 12:36 UTC,1
Tue 12:37 UTC,1
Tue 12:40 UTC,1
Tue 12:41 UTC,1
Tue 12:44 UTC,1
Tue 12:49 UTC,1
Tue 12:55 UTC,1
Tue 12:57 UTC,1
Tue 12:58 UTC,1
Tue 12:59 UTC,1
Tue 13:00 UTC,6
Tue 13:04 UTC,1
Tue 13:05 UTC,1
Tue 13:07 UTC,1
Tue 13:09 UTC,1
Tue 13:10 UTC,1
Tue 13:13 UTC,1
Tue 13:19 UTC,2
Tue 13:20 UTC,4
Tue 13:23 UTC,1
Tue 13:25 UTC,1
Tue 13:29 UTC,1
Tue 13:30 UTC,2
Tue 13:35 UTC,1
Tue 13:43 UTC,1
Tue 13:47 UTC,1
Tue 13:50 UTC,1
Tue 13:55 UTC,1
Tue 13:57 UTC,1
Tue 13:58 UTC,1
Tue 14:00 UTC,7
Tue 14:03 UTC,1
Tue 14:04 UTC,2
Tue 14:06 UTC,1
Tue 14:07 UTC,1
Tue 14:12 UTC,1
Tue 14:14 UTC,1
Tue 14:15 UTC,2
Tue 14:21 UTC,1
Tue 14:22 UTC,1
Tue 14:24 UTC,1
Tue 14:25 UTC,1
Tue 14:26 UTC,1
Tue 14:29 UTC,1
Tue 14:30 UTC,4
Tue 14:31 UTC,2
Tue 14:34 UTC,1
Tue 14:37 UTC,1
Tue 14:39 UTC,2
Tue 14:40 UTC,1
Tue 14:42 UTC,1
Tue 14:45 UTC,4
Tue 14:47 UTC,1
Tue 14:50 UTC,1
Tue 14:51 UTC,1
Tue 14:52 UTC,1
Tue 14:53 UTC,2
Tue 14:56 UTC,1
Tue 14:58 UTC,1
Tue 15:00 UTC,5
Tue 15:02 UTC,1
Tue 15:04 UTC,1
Tue 15:10 UTC,1
Tue 15:11 UTC,1
Tue 15:14 UTC,2
Tue 15:15 UTC,1
Tue 15:19 UTC,1
Tue 15:20 UTC,2
Tue 15:21 UTC,1
Tue 15:24 UTC,1
Tue 15:25 UTC,1
Tue 15:30 UTC,1
Tue 15:33 UTC,1
Tue 15:36 UTC,1
Tue 15:39 UTC,1
Tue 15:45 UTC,1
Tue 15:49 UTC,1
Tue 15:50 UTC,1
Tue 15:52 UTC,1
Tue 15:53 UTC,1
Tue 15:55 UTC,3
Tue 16:00 UTC,1
Tue 16:02 UTC,1
Tue 16:05 UTC,3
Tue 16:07 UTC,1
Tue 16:15 UTC,2
Tue 16:19 UTC,1
Tue 16:20 UTC,1
Tue 16:24 UTC,1
Tue 16:26 UTC,1
Tue 16:27 UTC,1
Tue 16:33 UTC,2
Tue 16:34 UTC,1
Tue 16:38 UTC,1
Tue 16:39 UTC,1
Tue 16:40 UTC,1
Tue 16:44 UTC,1
Tue 16:45 UTC,1
Tue 16:47 UTC,1
Tue 16:49 UTC,1
Tue 16:50 UTC,1
Tue 16:55 UTC,1
Tue 16:57 UTC,2
Tue 17:00 UTC,3
Tue 17:01 UTC,1
Tue 17:02 UTC,1
Tue 17:04 UTC,1
Tue 17:07 UTC,1
Tue 17:10 UTC,1
Tue 17:22 UTC,1
Tue 17:30 UTC,2
Tue 17:36 UTC,1
Tue 17:37 UTC,1
Tue 17:38 UTC,1
Tue 17:45 UTC,1
Tue 17:46 UTC,1
Tue 17:50 UTC,2
Tue 17:51 UTC,1
Tue 17:56 UTC,1
Tue 17:57 UTC,2
Tue 17:58 UTC,1
Tue 17:59 UTC,1
Tue 18:02 UTC,2
Tue 18:03 UTC,3
Tue 18:06 UTC,1
Tue 18:12 UTC,1
Tue 18:20 UTC,1
Tue 18:22 UTC,1
Tue 18:24 UTC,1
Tue 18:28 UTC,2
Tue 18:30 UTC,4
Tue 18:33 UTC,1
Tue 18:35 UTC,3
Tue 18:36 UTC,2
Tue 18:37 UTC,1
Tue 18:38 UTC,1
Tue 18:39 UTC,1
Tue 18:41 UTC,1
Tue 18:45 UTC,3
Tue 18:48 UTC,1
Tue 18:49 UTC,1
Tue 18:56 UTC,1
Tue 18:57 UTC,1
Tue 18:59 UTC,1
Tue 19:00 UTC,2
Tue 19:07 UTC,1
Tue 19:11 UTC,2
Tue 19:12 UTC,2
Tue 19:19 UTC,1
Tue 19:21 UTC,1
Tue 19:24 UTC,1
Tue 19:26 UTC,1
Tue 19:27 UTC,1
Tue 19:29 UTC,1
Tue 19:30 UTC,3
Tue 19:32 UTC,1
Tue 19:36 UTC,1
Tue 19:39 UTC,1
Tue 19:44 UTC,1
Tue 19:46 UTC,1
Tue 19:47 UTC,1
Tue 19:49 UTC,1
Tue 19:50 UTC,1
Tue 19:55 UTC,1
Tue 19:59 UTC,3
Tue 20:01 UTC,1
Tue 20:09 UTC,2
Tue 20:10 UTC,2
Tue 20:11 UTC,1
Tue 20:16 UTC,1
Tue 20:19 UTC,1
Tue 20:20 UTC,1
Tue 20:21 UTC,1
Tue 20:24 UTC,2
Tue 20:30 UTC,1
Tue 20:32 UTC,1
Tue 20:33 UTC,1
Tue 20:37 UTC,1
Tue 20:38 UTC,1
Tue 20:40 UTC,1
Tue 20:41 UTC,1
Tue 20:45 UTC,2
Tue 20:51 UTC,1
Tue 20:58 UTC,1
Tue 20:59 UTC,1
Tue 21:00 UTC,1
Tue 21:01 UTC,1
Tue 21:09 UTC,1
Tue 21:10 UTC,1
Tue 21:13 UTC,1
Tue 21:18 UTC,1
Tue 21:20 UTC,1
Tue 21:21 UTC,1
Tue 21:23 UTC,1
Tue 21:24 UTC,1
Tue 21:28 UTC,1
Tue 21:29 UTC,1
Tue 21:30 UTC,3
Tue 21:34 UTC,1
Tue 21:35 UTC,2
Tue 21:37 UTC,2
Tue 21:39 UTC,1
Tue 21:41 UTC,1
Tue 21:44 UTC,1
Tue 21:45 UTC,1
Tue 21:46 UTC,1
Tue 21:50 UTC,1
Tue 21:53 UTC,1
Tue 21:56 UTC,1
Tue 22:00 UTC,1
Tue 22:06 UTC,1
Tue 22:10 UTC,1
Tue 22:11 UTC,1
Tue 22:13 UTC,2
Tue 22:14 UTC,1
Tue 22:18 UTC,1
Tue 22:21 UTC,1
Tue 22:22 UTC,1
Tue 22:24 UTC,1
Tue 22:25 UTC,1
Tue 22:30 UTC,3
Tue 22:33 UTC,1
Tue 22:38 UTC,1
Tue 22:39 UTC,1
Tue 22:40 UTC,1
Tue 22:41 UTC,1
Tue 22:48 UTC,2
Tue 22:49 UTC,2
Tue 22:50 UTC,1
Tue 22:52 UTC,1
Tue 22:53 UTC,1
Tue 22:55 UTC,1
Tue 23:01 UTC,1
Tue 23:02 UTC,1
Tue 23:04 UTC,1
Tue 23:07 UTC,1
Tue 23:08 UTC,1
Tue 23:10 UTC,1
Tue 23:11 UTC,1
Tue 23:12 UTC,1
Tue 23:16 UTC,1
Tue 23:17 UTC,2
Tue 23:20 UTC,1
Tue 23:21 UTC,2
Tue 23:22 UTC,1
Tue 23:23 UTC,1
Tue 23:25 UTC,1
Tue 23:28 UTC,2
Tue 23:30 UTC,1
Tue 23:35 UTC,1
Tue 23:44 UTC,1
Tue 23:47 UTC,2
Tue 23:55 UTC,1
Tue 23:56 UTC,1
Tue 23:57 UTC,1
Tue 23:58 UTC,2
"Tue Apr 03, 1990",1
"Tue Aug 02, 1994",1
"Tue Aug 12, 1958",1
"Tue Aug 26, 1958",1
"Tue Dec 01, 1964",1
"Tue Dec 20, 1966",1
"Tue Dec 28, 1965",1
"Tue Feb 05, 2019",1
"Tue Feb 06, 1990",1
"Tue Feb 14, 1989",1
"Tue Feb 15, 1977",1
"Tue Feb 17, 2015",1
"Tue Feb 27, 1979",1
"Tue Jan 29, 1991",1
"Tue Jun 22, 2010",1
"Tue Jun 26, 1973",2
"Tue Mar 29, 1977",1
"Tue May 08, 2001",1
"Tue May 28, 2002",1
"Tue Nov 17, 1970",1
"Tue Nov 20, 1990",1
"Tue Oct 24, 1978",1
"Tue Sep 16, 2003",1
Wed 00:00 UTC,4
Wed 00:10 UTC,1
Wed 00:12 UTC,1
Wed 00:14 UTC,1
Wed 00:15 UTC,4
Wed 00:20 UTC,1
Wed 00:21 UTC,1
Wed 00:23 UTC,1
Wed 00:25 UTC,1
Wed 00:26 UTC,1
Wed 00:29 UTC,2
Wed 00:30 UTC,1
Wed 00:31 UTC,3
Wed 00:33 UTC,2
Wed 00:34 UTC,1
Wed 00:35 UTC,1
Wed 00:42 UTC,2
Wed 00:45 UTC,3
Wed 00:47 UTC,1
Wed 00:48 UTC,2
Wed 00:49 UTC,1
Wed 00:50 UTC,2
Wed 00:52 UTC,3
Wed 00:53 UTC,1
Wed 00:54 UTC,2
Wed 00:55 UTC,1
Wed 00:56 UTC,1
Wed 00:59 UTC,1
Wed 01:00 UTC,4
Wed 01:04 UTC,2
Wed 01:05 UTC,1
Wed 01:07 UTC,1
Wed 01:10 UTC,2
Wed 01:15 UTC,2
Wed 01:21 UTC,1
Wed 01:25 UTC,1
Wed 01:33 UTC,3
Wed 01:35 UTC,1
Wed 01:36 UTC,1
Wed 01:40 UTC,2
Wed 01:42 UTC,2
Wed 01:45 UTC,1
Wed 01:46 UTC,1
Wed 01:48 UTC,1
Wed 01:49 UTC,1
Wed 01:50 UTC,1
Wed 01:53 UTC,1
Wed 01:57 UTC,2
Wed 01:58 UTC,1
Wed 01:59 UTC,1
Wed 02:00 UTC,1
Wed 02:09 UTC,2
Wed 02:12 UTC,1
Wed 02:25 UTC,1
Wed 02:28 UTC,1
Wed 02:30 UTC,1
Wed 02:47 UTC,1
Wed 02:52 UTC,1
Wed 02:53 UTC,2
Wed 02:55 UTC,1
Wed 02:58 UTC,1
Wed 03:00 UTC,1
Wed 03:04 UTC,1
Wed 03:05 UTC,1
Wed 03:09 UTC,2
Wed 03:21 UTC,2
Wed 03:23 UTC,3
Wed 03:25 UTC,1
Wed 03:26 UTC,1
Wed 03:27 UTC,1
Wed 03:28 UTC,1
Wed 03:29 UTC,1
Wed 03:30 UTC,4
Wed 03:33 UTC,1
Wed 03:39 UTC,1
Wed 03:40 UTC,1
Wed 03:43 UTC,1
Wed 03:45 UTC,2
Wed 03:46 UTC,1
Wed 03:48 UTC,1
Wed 03:49 UTC,1
Wed 03:51 UTC,1
Wed 03:54 UTC,2
Wed 03:55 UTC,1
Wed 03:56 UTC,1
Wed 03:58 UTC,2
Wed 03:59 UTC,1
Wed 04:00 UTC,1
Wed 04:01 UTC,1
Wed 04:02 UTC,1
Wed 04:06 UTC,1
Wed 04:09 UTC,1
Wed 04:13 UTC,1
Wed 04:15 UTC,1
Wed 04:17 UTC,1
Wed 04:21 UTC,1
Wed 04:22 UTC,1
Wed 04:25 UTC,1
Wed 04:27 UTC,1
Wed 04:30 UTC,1
Wed 04:31 UTC,1
Wed 04:37 UTC,2
Wed 04:42 UTC,1
Wed 04:44 UTC,1
Wed 04:50 UTC,1
Wed 04:54 UTC,1
Wed 04:59 UTC,1
Wed 05:00 UTC,1
Wed 05:02 UTC,1
Wed 05:06 UTC,1
Wed 05:12 UTC,1
Wed 05:14 UTC,1
Wed 05:20 UTC,2
Wed 05:24 UTC,1
Wed 05:27 UTC,1
Wed 05:31 UTC,1
Wed 05:40 UTC,2
Wed 05:44 UTC,3
Wed 05:45 UTC,1
Wed 05:46 UTC,1
Wed 05:47 UTC,1
Wed 05:48 UTC,1
Wed 05:53 UTC,1
Wed 05:54 UTC,1
Wed 05:58 UTC,2
Wed 05:59 UTC,1
Wed 06:01 UTC,1
Wed 06:04 UTC,1
Wed 06:07 UTC,2
Wed 06:14 UTC,1
Wed 06:16 UTC,1
Wed 06:18 UTC,1
Wed 06:20 UTC,1
Wed 06:21 UTC,1
Wed 06:22 UTC,1
Wed 06:23 UTC,1
Wed 06:25 UTC,1
Wed 06:30 UTC,1
Wed 06:31 UTC,2
Wed 06:33 UTC,1
Wed 06:34 UTC,1
Wed 06:35 UTC,1
Wed 06:37 UTC,1
Wed 06:39 UTC,1
Wed 06:44 UTC,1
Wed 06:47 UTC,1
Wed 06:48 UTC,1
Wed 06:58 UTC,1
Wed 06:59 UTC,1
Wed 07:00 UTC,3
Wed 07:04 UTC,2
Wed 07:06 UTC,1
Wed 07:07 UTC,2
Wed 07:10 UTC,2
Wed 07:12 UTC,1
Wed 07:15 UTC,2
Wed 07:17 UTC,1
Wed 07:19 UTC,1
Wed 07:21 UTC,1
Wed 07:29 UTC,1
Wed 07:30 UTC,3
Wed 07:33 UTC,1
Wed 07:34 UTC,1
Wed 07:35 UTC,1
Wed 07:40 UTC,2
Wed 07:43 UTC,1
Wed 07:50 UTC,2
Wed 07:55 UTC,1
Wed 07:59 UTC,1
Wed 08:00 UTC,7
Wed 08:01 UTC,1
Wed 08:05 UTC,1
Wed 08:08 UTC,1
Wed 08:09 UTC,1
Wed 08:10 UTC,1
Wed 08:15 UTC,1
Wed 08:19 UTC,2
Wed 08:29 UTC,1
Wed 08:30 UTC,7
Wed 08:39 UTC,1
Wed 08:43 UTC,1
Wed 08:45 UTC,1
Wed 08:50 UTC,3
Wed 08:54 UTC,2
Wed 08:55 UTC,1
Wed 08:56 UTC,1
Wed 08:57 UTC,1
Wed 08:58 UTC,1
Wed 09:00 UTC,12
Wed 09:01 UTC,1
Wed 09:04 UTC,1
Wed 09:05 UTC,1
Wed 09:10 UTC,2
Wed 09:13 UTC,1
Wed 09:20 UTC,4
Wed 09:23 UTC,1
Wed 09:25 UTC,1
Wed 09:27 UTC,2
Wed 09:29 UTC,3
Wed 09:30 UTC,9
Wed 09:39 UTC,2
Wed 09:40 UTC,1
Wed 09:42 UTC,1
Wed 09:43 UTC,1
Wed 09:47 UTC,3
Wed 09:48 UTC,1
Wed 09:53 UTC,1
Wed 09:55 UTC,2
Wed 09:56 UTC,1
Wed 09:58 UTC,1
Wed 09:59 UTC,2
Wed 10:00 UTC,4
Wed 10:03 UTC,2
Wed 10:04 UTC,2
Wed 10:05 UTC,1
Wed 10:06 UTC,2
Wed 10:10 UTC,1
Wed 10:13 UTC,1
Wed 10:14 UTC,1
Wed 10:15 UTC,1
Wed 10:17 UTC,2
Wed 10:18 UTC,1
Wed 10:19 UTC,3
Wed 10:20 UTC,2
Wed 10:25 UTC,1
Wed 10:30 UTC,2
Wed 10:33 UTC,1
Wed 10:35 UTC,1
Wed 10:37 UTC,1
Wed 10:39 UTC,2
Wed 10:40 UTC,4
Wed 10:42 UTC,1
Wed 10:43 UTC,1
Wed 10:45 UTC,2
Wed 10:47 UTC,1
Wed 10:50 UTC,2
Wed 10:51 UTC,1
Wed 10:59 UTC,1
Wed 11:00 UTC,12
Wed 11:04 UTC,1
Wed 11:05 UTC,2
Wed 11:06 UTC,1
Wed 11:09 UTC,1
Wed 11:12 UTC,2
Wed 11:13 UTC,1
Wed 11:15 UTC,1
Wed 11:19 UTC,1
Wed 11:24 UTC,2
Wed 11:25 UTC,1
Wed 11:27 UTC,2
Wed 11:28 UTC,1
Wed 11:30 UTC,9
Wed 11:37 UTC,1
Wed 11:38 UTC,1
Wed 11:39 UTC,1
Wed 11:40 UTC,2
Wed 11:43 UTC,1
Wed 11:44 UTC,2
Wed 11:45 UTC,1
Wed 11:46 UTC,1
Wed 11:50 UTC,3
Wed 11:52 UTC,1
Wed 11:59 UTC,1
Wed 12:00 UTC,13
Wed 12:02 UTC,1
Wed 12:08 UTC,2
Wed 12:10 UTC,1
Wed 12:14 UTC,1
Wed 12:15 UTC,3
Wed 12:16 UTC,1
Wed 12:18 UTC,1
Wed 12:23 UTC,1
Wed 12:27 UTC,1
Wed 12:28 UTC,1
Wed 12:29 UTC,1
Wed 12:30 UTC,6
Wed 12:35 UTC,1
Wed 12:40 UTC,1
Wed 12:44 UTC,1
Wed 12:49 UTC,1
Wed 12:50 UTC,1
Wed 12:51 UTC,1
Wed 12:53 UTC,1
Wed 12:56 UTC,1
Wed 12:57 UTC,1
Wed 12:58 UTC,1
Wed 12:59 UTC,2
Wed 13:00 UTC,8
Wed 13:04 UTC,3
Wed 13:05 UTC,1
Wed 13:09 UTC,1
Wed 13:10 UTC,1
Wed 13:11 UTC,1
Wed 13:13 UTC,1
Wed 13:14 UTC,1
Wed 13:15 UTC,2
Wed 13:18 UTC,1
Wed 13:19 UTC,2
Wed 13:20 UTC,1
Wed 13:24 UTC,2
Wed 13:30 UTC,2
Wed 13:32 UTC,2
Wed 13:35 UTC,1
Wed 13:37 UTC,1
Wed 13:40 UTC,3
Wed 13:41 UTC,2
Wed 13:45 UTC,1
Wed 13:46 UTC,2
Wed 13:47 UTC,1
Wed 13:53 UTC,1
Wed 13:55 UTC,1
Wed 13:57 UTC,1
Wed 13:58 UTC,1
Wed 13:59 UTC,2
Wed 14:00 UTC,2
Wed 14:01 UTC,1
Wed 14:02 UTC,1
Wed 14:04 UTC,1
Wed 14:05 UTC,1
Wed 14:06 UTC,1
Wed 14:07 UTC,1
Wed 14:09 UTC,1
Wed 14:10 UTC,1
Wed 14:12 UTC,1
Wed 14:15 UTC,1
Wed 14:17 UTC,1
Wed 14:19 UTC,1
Wed 14:21 UTC,1
Wed 14:29 UTC,2
Wed 14:30 UTC,1
Wed 14:31 UTC,1
Wed 14:35 UTC,1
Wed 14:38 UTC,1
Wed 14:39 UTC,2
Wed 14:45 UTC,1
Wed 14:50 UTC,1
Wed 14:52 UTC,1
Wed 14:53 UTC,1
Wed 14:59 UTC,1
Wed 15:00 UTC,3
Wed 15:05 UTC,3
Wed 15:07 UTC,1
Wed 15:08 UTC,1
Wed 15:09 UTC,1
Wed 15:11 UTC,2
Wed 15:14 UTC,1
Wed 15:27 UTC,2
Wed 15:30 UTC,1
Wed 15:32 UTC,1
Wed 15:33 UTC,1
Wed 15:34 UTC,1
